Eng_Strain, Eng_Stress (MPa) 
0.020284, 728.727740 
0.020320, 728.370158 
0.020351, 728.818919 
0.020389, 729.404505 
0.020427, 729.550976 
0.020465, 729.805180 
0.020504, 730.319932 
0.020551, 730.873461 
0.020588, 730.469932 
0.020628, 730.516404 
0.020667, 730.685173 
0.020704, 730.565691 
0.020739, 730.378116 
0.020775, 730.686261 
0.020809, 730.601539 
0.020840, 730.314414 
0.020880, 731.101464 
0.020914, 730.999925 
0.020949, 730.922860 
0.020984, 731.102553 
0.021024, 731.515390 
0.021056, 731.359459 
0.021096, 731.599437 
0.021133, 732.103979 
0.021168, 732.111824 
0.021211, 732.454505 
0.021252, 732.790128 
0.021290, 732.561824 
0.021331, 732.837650 
0.021368, 732.927890 
0.021407, 733.064114 
0.021446, 733.012650 
0.021481, 732.720120 
0.021515, 732.735023 
0.021550, 732.863363 
0.021580, 732.567267 
0.021615, 732.905105 
0.021653, 733.406344 
0.021685, 733.434947 
0.021722, 733.563101 
0.021763, 734.399775 
0.021812, 735.010210 
0.021851, 734.571471 
0.021890, 734.792830 
0.021932, 734.930293 
0.021973, 734.856532 
0.022013, 735.042755 
0.022052, 734.988138 
0.022088, 734.877665 
0.022125, 734.689377 
0.022156, 734.633821 
0.022186, 734.066929 
0.022212, 733.594182 
0.022234, 733.320571 
0.022263, 733.776689 
0.022290, 733.874850 
0.022325, 735.106306 
0.022373, 736.729092 
0.022420, 737.106532 
0.022478, 738.165428 
0.022531, 738.314114 
0.022578, 737.752140 
0.022616, 736.939339 
0.022656, 736.949324 
0.022695, 737.088026 
0.022726, 736.302402 
0.022754, 735.830105 
0.022786, 736.252740 
0.022819, 736.511637 
0.022851, 736.624775 
0.022890, 737.327065 
0.022927, 737.706982 
0.022964, 737.715766 
0.023006, 738.344970 
0.023053, 738.877515 
0.023093, 738.559272 
0.023133, 738.733371 
0.023177, 739.395871 
0.023214, 738.802140 
0.023251, 738.650676 
0.023286, 738.375601 
0.023315, 738.296584 
0.023354, 738.648986 
0.023386, 738.411524 
0.023422, 738.700901 
0.023453, 738.534910 
0.023489, 739.032883 
0.023526, 739.367492 
0.023565, 739.621734 
0.023601, 739.777853 
0.023642, 740.276764 
0.023682, 740.437387 
0.023722, 740.617005 
0.023764, 740.787237 
0.023798, 740.367455 
0.023837, 740.357545 
0.023867, 740.123011 
0.023906, 740.472635 
0.023936, 740.478453 
0.023973, 740.745308 
0.024010, 740.810473 
0.024045, 740.928979 
0.024079, 740.984685 
0.024114, 740.969219 
0.024154, 741.507883 
0.024188, 741.345308 
0.024226, 741.862875 
0.024263, 742.091517 
0.024302, 742.047035 
0.024344, 742.273574 
0.024386, 743.011712 
0.024419, 742.210811 
0.024450, 741.754655 
0.024489, 742.503416 
0.024522, 742.561261 
0.024561, 742.678416 
0.024594, 742.373123 
0.024623, 742.178416 
0.024658, 742.467718 
0.024691, 742.708108 
0.024723, 742.354880 
0.024749, 742.097598 
0.024783, 742.558333 
0.024816, 743.082095 
0.024851, 743.571622 
0.024896, 744.652515 
0.024944, 745.242417 
0.024990, 745.327515 
0.025039, 746.012950 
0.025082, 745.247748 
0.025113, 744.065165 
0.025150, 744.875038 
0.025186, 744.695270 
0.025218, 744.445833 
0.025249, 744.067980 
0.025276, 743.808146 
0.025311, 744.271847 
0.025344, 744.819520 
0.025378, 744.533821 
0.025407, 744.730518 
0.025450, 745.730631 
0.025486, 745.730030 
0.025524, 746.119407 
0.025566, 746.603303 
0.025600, 746.036787 
0.025637, 746.506607 
0.025676, 746.683859 
0.025713, 746.663701 
0.025747, 746.236336 
0.025784, 746.583408 
0.025817, 746.348874 
0.025850, 746.346171 
0.025885, 746.381306 
0.025918, 746.568919 
0.025954, 747.017155 
0.025988, 746.912988 
0.026019, 746.963213 
0.026061, 747.804354 
0.026100, 748.004955 
0.026133, 747.467155 
0.026169, 748.120345 
0.026212, 748.380518 
0.026248, 748.079580 
0.026279, 747.987650 
0.026321, 748.720796 
0.026355, 748.427740 
0.026384, 748.139264 
0.026423, 748.829805 
0.026459, 748.530743 
0.026496, 748.816479 
0.026529, 748.892117 
0.026568, 749.036937 
0.026597, 748.613814 
0.026631, 749.273724 
0.026670, 749.712387 
0.026706, 749.291554 
0.026741, 749.560998 
0.026785, 750.374625 
0.026821, 750.169782 
0.026858, 750.040616 
0.026902, 750.741366 
0.026937, 750.538438 
0.026976, 750.580368 
0.027010, 750.250300 
0.027042, 750.097598 
0.027077, 750.445908 
0.027108, 750.326389 
0.027139, 750.389827 
0.027172, 750.270458 
0.027202, 750.095683 
0.027230, 750.056231 
0.027263, 750.645533 
0.027292, 750.234910 
0.027319, 750.505293 
0.027360, 752.104505 
0.027403, 752.643619 
0.027450, 753.127628 
0.027499, 753.442605 
0.027545, 753.585998 
0.027586, 753.190541 
0.027621, 752.878303 
0.027659, 752.826164 
0.027693, 752.612688 
0.027728, 752.469257 
0.027759, 752.177177 
0.027787, 752.176502 
0.027819, 752.131194 
0.027851, 752.621171 
0.027884, 752.763101 
0.027919, 753.234610 
0.027956, 753.351089 
0.027997, 754.102590 
0.028032, 754.142267 
0.028073, 754.413026 
0.028115, 754.860886 
0.028150, 754.238138 
0.028181, 754.083221 
0.028219, 754.272447 
0.028255, 754.497035 
0.028288, 754.546059 
0.028322, 754.422523 
0.028358, 754.625113 
0.028392, 754.339902 
0.028425, 754.959722 
0.028462, 754.815203 
0.028494, 755.283634 
0.028532, 755.302928 
0.028566, 755.513851 
0.028601, 755.809384 
0.028637, 755.620721 
0.028676, 756.030330 
0.028714, 756.343694 
0.028752, 756.462763 
0.028788, 756.356757 
0.028825, 756.563926 
0.028860, 756.657995 
0.028896, 756.489077 
0.028933, 756.648236 
0.028966, 756.531456 
0.028998, 756.362162 
0.029031, 756.721622 
0.029066, 756.858446 
0.029102, 757.063664 
0.029136, 757.168881 
0.029172, 757.425038 
0.029211, 757.672823 
0.029246, 757.626652 
0.029283, 757.982432 
0.029319, 758.106419 
0.029353, 757.999174 
0.029393, 758.394632 
0.029431, 758.711336 
0.029472, 758.937838 
0.029508, 758.631644 
0.029546, 758.883784 
0.029583, 758.621547 
0.029611, 758.349550 
0.029646, 758.623799 
0.029681, 758.547110 
0.029707, 758.175713 
0.029735, 757.994745 
0.029759, 757.758896 
0.029783, 757.476802 
0.029819, 759.232545 
0.029863, 759.696997 
0.029900, 760.049512 
0.029945, 761.085360 
0.029995, 761.929317 
0.030043, 761.674850 
0.030079, 760.817342 
0.030113, 760.582958 
0.030155, 761.125938 
0.030193, 760.886562 
0.030231, 760.861674 
0.030260, 760.386374 
0.030291, 760.327740 
0.030320, 759.941441 
0.030347, 759.980293 
0.030377, 760.337575 
0.030409, 760.464039 
0.030443, 761.044482 
0.030481, 761.735848 
0.030513, 761.737387 
0.030549, 762.017080 
0.030591, 762.465616 
0.030630, 762.730518 
0.030667, 762.431607 
0.030703, 762.609459 
0.030744, 762.727590 
0.030776, 762.221021 
0.030806, 762.097710 
0.030844, 762.606982 
0.030868, 761.886712 
0.030900, 762.056869 
0.030935, 762.888851 
0.030971, 762.991817 
