Eng_Strain, Eng_Stress (MPa) 
0.021837, 477.204297 
0.021865, 477.393741 
0.021894, 477.535104 
0.021924, 477.849998 
0.021952, 477.790285 
0.021989, 478.629902 
0.022023, 478.706930 
0.022056, 478.679460 
0.022088, 478.923692 
0.022119, 478.792900 
0.022154, 479.321335 
0.022186, 479.165650 
0.022214, 479.048232 
0.022245, 479.438715 
0.022275, 479.167166 
0.022303, 478.882886 
0.022333, 479.700110 
0.022366, 480.041564 
0.022397, 479.997651 
0.022428, 480.361081 
0.022461, 480.461031 
0.022493, 480.387716 
0.022528, 481.038230 
0.022563, 481.149661 
0.022595, 480.705793 
0.022620, 480.354753 
0.022652, 480.968211 
0.022679, 481.012882 
0.022711, 481.213276 
0.022740, 481.329330 
0.022770, 481.302997 
0.022797, 481.094419 
0.022829, 481.646687 
0.022863, 481.979199 
0.022892, 482.105255 
0.022924, 482.254992 
0.022958, 482.215587 
0.022989, 482.445648 
0.023022, 482.725571 
0.023056, 482.973250 
0.023089, 482.834047 
0.023116, 482.837684 
0.023151, 483.239950 
0.023183, 483.000909 
0.023208, 482.929527 
0.023238, 482.747244 
0.023258, 482.306066 
0.023287, 482.482022 
0.023318, 483.583261 
0.023349, 483.610351 
0.023373, 483.347819 
0.023404, 483.853029 
0.023440, 484.734172 
0.023478, 485.256735 
0.023515, 485.703671 
0.023560, 486.014360 
0.023596, 485.704353 
0.023631, 485.595044 
0.023666, 485.379532 
0.023700, 485.657333 
0.023728, 485.402152 
0.023760, 485.165877 
0.023792, 485.695033 
0.023821, 485.670405 
0.023853, 485.726746 
0.023881, 485.680938 
0.023911, 485.678665 
0.023940, 485.957413 
0.023973, 486.177282 
0.024004, 486.791990 
0.024039, 487.022847 
0.024071, 486.844353 
0.024102, 486.774448 
0.024131, 486.411890 
0.024165, 487.324253 
0.024199, 487.262949 
0.024223, 486.934793 
0.024254, 486.771682 
0.024282, 486.961884 
0.024313, 487.219452 
0.024342, 487.225476 
0.024371, 487.722010 
0.024405, 488.028303 
0.024437, 488.180578 
0.024471, 488.495738 
0.024503, 488.586595 
0.024540, 488.961732 
0.024573, 488.837343 
0.024603, 489.024438 
0.024633, 488.903838 
0.024664, 488.698405 
0.024693, 488.805971 
0.024722, 489.061986 
0.024752, 489.258364 
0.024785, 489.431743 
0.024816, 489.334899 
0.024845, 489.582086 
0.024878, 490.022658 
0.024908, 489.702080 
0.024938, 490.001288 
0.024969, 490.064979 
0.025001, 490.238245 
0.025032, 490.116925 
0.025064, 490.612284 
0.025093, 490.723412 
0.025125, 490.758118 
0.025158, 491.003903 
0.025185, 490.872163 
0.025214, 490.892547 
0.025245, 491.381351 
0.025275, 490.928845 
0.025303, 490.929716 
0.025331, 491.297086 
0.025366, 491.839844 
0.025397, 491.923086 
0.025429, 491.872921 
0.025466, 492.424582 
0.025496, 492.360853 
0.025527, 492.194976 
0.025559, 492.482514 
0.025592, 492.498503 
0.025624, 492.609442 
0.025654, 492.833857 
0.025685, 492.711325 
0.025715, 493.172925 
0.025750, 493.422082 
0.025784, 493.545561 
0.025815, 493.337059 
0.025844, 493.445876 
0.025878, 493.945857 
0.025910, 493.860001 
0.025941, 494.059637 
0.025975, 494.083242 
0.026006, 494.291630 
0.026039, 494.444171 
0.026071, 494.511764 
0.026104, 494.481681 
0.026134, 494.401584 
0.026165, 494.787747 
0.026199, 495.174099 
0.026227, 494.624294 
0.026253, 494.526844 
0.026283, 494.481870 
0.026310, 494.592430 
0.026336, 494.618270 
0.026365, 494.880158 
0.026394, 495.041678 
0.026422, 494.969992 
0.026454, 495.900655 
0.026491, 496.478763 
0.026525, 496.667109 
0.026565, 497.262721 
0.026601, 496.965635 
0.026639, 497.368658 
0.026669, 496.853332 
0.026700, 496.790929 
0.026735, 496.628614 
0.026759, 496.500815 
0.026796, 497.062668 
0.026824, 496.734589 
0.026849, 496.562536 
0.026880, 497.252074 
0.026913, 497.487819 
0.026942, 497.500511 
0.026978, 497.809154 
0.027008, 497.744819 
0.027038, 497.758156 
0.027079, 498.565112 
0.027108, 498.558671 
0.027141, 498.319479 
0.027180, 498.971204 
0.027211, 498.776229 
0.027241, 498.608343 
0.027272, 498.540901 
0.027301, 498.598303 
0.027331, 498.794074 
0.027361, 498.792900 
0.027386, 498.829955 
0.027419, 498.901603 
0.027446, 498.935589 
0.027480, 499.759254 
0.027511, 499.637404 
0.027541, 499.809305 
0.027579, 500.208692 
0.027608, 499.912666 
0.027640, 500.098056 
0.027672, 500.151101 
0.027702, 500.124995 
0.027731, 500.130375 
0.027760, 500.495207 
0.027795, 500.681393 
0.027825, 500.449248 
0.027855, 500.672034 
0.027887, 501.005456 
0.027917, 500.957375 
0.027948, 500.929299 
0.027976, 501.116394 
0.028009, 501.364642 
0.028035, 501.215019 
0.028067, 501.612511 
0.028098, 501.574167 
0.028130, 501.734892 
0.028161, 501.957413 
0.028193, 502.330656 
0.028226, 502.295684 
0.028256, 502.185049 
0.028289, 502.452355 
0.028321, 502.866821 
0.028355, 502.509643 
0.028382, 502.744591 
0.028409, 502.806578 
0.028441, 502.675861 
0.028475, 503.458947 
0.028511, 503.421286 
0.028541, 503.299322 
0.028570, 503.441064 
0.028600, 503.335960 
0.028633, 503.513394 
0.028660, 503.090933 
0.028686, 503.082332 
0.028711, 503.022279 
0.028736, 503.071534 
0.028772, 504.029743 
0.028804, 504.153677 
0.028833, 504.041791 
0.028868, 504.737582 
0.028906, 505.344864 
0.028949, 506.226386 
0.028985, 505.958815 
0.029024, 505.821922 
0.029055, 505.587466 
0.029090, 505.586633 
0.029125, 505.621415 
0.029157, 505.579207 
0.029186, 505.608646 
0.029219, 505.638692 
0.029244, 505.435077 
0.029278, 505.542644 
0.029302, 505.115750 
0.029331, 505.443110 
0.029353, 504.924488 
0.029383, 505.628348 
0.029410, 505.812943 
0.029443, 506.012162 
0.029474, 506.583488 
0.029510, 507.614936 
0.029550, 508.025082 
0.029587, 507.827416 
0.029619, 507.468912 
0.029659, 507.887432 
0.029690, 507.882469 
0.029721, 507.713219 
0.029755, 507.726291 
0.029784, 507.255295 
0.029813, 507.581366 
0.029847, 507.840640 
0.029875, 507.905695 
0.029906, 507.716933 
0.029934, 507.740234 
0.029968, 508.031296 
0.029993, 508.226462 
0.030025, 508.237828 
0.030059, 508.651612 
0.030091, 508.704770 
0.030126, 509.185807 
0.030159, 509.255825 
0.030190, 509.042511 
0.030220, 509.031561 
0.030255, 509.417383 
0.030286, 509.573864 
0.030313, 509.115068 
0.030348, 509.706892 
0.030381, 509.879476 
0.030410, 509.629144 
0.030441, 509.700034 
0.030469, 509.413936 
0.030497, 509.685561 
0.030529, 510.173190 
0.030558, 510.284735 
0.030590, 510.338954 
0.030621, 510.422915 
0.030656, 510.728034 
0.030685, 510.625242 
0.030714, 510.725912 
0.030750, 510.986133 
0.030779, 510.718751 
0.030807, 511.005911 
0.030840, 511.308301 
0.030870, 511.312621 
0.030904, 511.411814 
0.030930, 511.433562 
0.030960, 511.685257 
0.030990, 511.461448 
0.031018, 511.477627 
0.031047, 511.489448 
0.031075, 511.380972 
0.031111, 512.234797 
0.031145, 512.511386 
0.031172, 512.102830 
0.031205, 512.294245 
0.031234, 512.623688 
0.031269, 512.579207 
0.031300, 512.978820 
0.031333, 513.279809 
0.031362, 512.684159 
0.031397, 513.307885 
0.031431, 513.366574 
0.031456, 513.072671 
0.031488, 513.402910 
0.031524, 513.691471 
0.031555, 513.620316 
0.031582, 513.267798 
0.031611, 513.268329 
0.031637, 513.278710 
0.031663, 512.970598 
0.031688, 513.275414 
0.031719, 513.684992 
0.031742, 513.304172 
0.031775, 514.044860 
0.031815, 515.411662 
0.031851, 515.555185 
0.031889, 515.673285 
0.031923, 515.660895 
0.031964, 515.848710 
0.031997, 515.515591 
0.032030, 515.649718 
0.032066, 515.865267 
0.032093, 515.112757 
0.032124, 514.928504 
0.032153, 514.995908 
0.032180, 515.168037 
0.032210, 515.308226 
0.032238, 515.328420 
0.032273, 516.158451 
0.032310, 516.245861 
0.032343, 516.554693 
